ARTIST NAME,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS,,,,,
Georges Rouault,French,1871,1958,Two Nudes,1905,Oil on paper,49.106ab,1949,Not on view,,,,,
Georges Rouault,French,1871,1958,Twilight,1937,Oil on canvas,56.230.2,1956,On view in Gallery 901,,,,,
Georges Rouault,French,1871,1958,Head,1930,Gouache on paper,67.187.32,1967,Not on view,,,,,
Georges Rouault,French,1871,1958,Three Judges,1938,Oil on canvas,1990.274.3,1990,Not on view,,,,,
Georges Rouault,French,1871,1958,Three Nudes,1907,Watercolor on oil on paper/ mounted to canvas,"1,991.101",1991,Not on view,,,,,
Georges Rouault,French,1871,1958,Dancer with Two Clowns,1929,Oil on canvas,1993.89.3,1993,Not on view,,,,,
Georges Rouault,French,1871,1958,Portrait of a German Officer,1916,Gouache on paper,1996.403.18ab,1996,Not on view,,,,,
Georges Rouault,French,1871,1958,Christ and the Apostles,1937,Oil on canvas,1999.363.76,1999,Not on view,,,,,
Georges Rouault,French,1871,1958,The Manager and a Circus Girl,1941,Oil on canvas,1999.363.77,1999,Not on view,,,,,
Georges Rouault,French,1871,1958,Legendary Landscape,1935,Oil on paper/ mounted to canvas,2007.247.7,2007,Not on view,,,,,
Georgia Marsh,American,1950,Null,Untitled,1994,Silverpoint and gouache on paper,2009.535.5,2009,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Black Hollyhock/ Blue Larkspur,1929,Oil on canvas,34.51,1934,On view in Gallery 772,,,,,
Georgia O'Keeffe,American,1887,1986,Pelvis II,1944,Oil on canvas,47.19,1947,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Corn/ Dark / No. 1,1924,Oil on wood fiberboard,50.236.1,1950,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Cow's Skull: Red/ White/ and Blue,1931,Oil on canvas,52.203,1952,On view in Gallery 900,,,,,
Georgia O'Keeffe,American,1887,1986,Black Place II,1944,Oil on canvas,59.204.1,1959,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,From the Faraway/ Nearby,1937,Oil on canvas,59.204.2,1959,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Ranchos Church,1930,Oil on canvas,61.258,1961,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Clam Shell,1930,Oil on canvas,62.258,1962,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Near Abiquiu/ New Mexico,1930,Oil on canvas,63.204,1963,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,White Canadian Barn II,1932,Oil on canvas,64.31,1964,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Black Iris,1926,Oil on canvas,69.278.1,1969,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Black Abstraction,1927,Oil on canvas,69.278.2,1969,Not on view,,,,,
Georgia O'Keeffe,American,1887,1986,Grey Line with Lavender and Yellow,1923,Oil on canvas,1987.377.1,1987,On view in Gallery 913,,,,,
Georgia O'Keeffe,American,1887,1986,"Gray Tree, Lake George",1925,Oil on canvas,1987.377.2,1987,On view in Gallery 772,,,,,
Georgia O'Keeffe,American,1887,1986,Grey Tree/ Lake George,1925,Oil on canvas,1987.377.2,1987,On view in Gallery 772,,,,,
Georgia O'Keeffe,American,1887,1986,East River from the Shelton Hotel,1928,Oil on canvas,1987.377.3,1987,On view in Gallery 902,,,,,
Georgia O'Keeffe,American,1887,1986,Red and Yellow Cliffs,1940,Oil on canvas,1987.377.4,1987,On view in Gallery 900,,,,,
Georgitz,German,1938,Null,Man of Faith,1983,Oil on canvas,1985.450.1,1985,Not on view,,,,,
Georgitz,German,1938,Null,Untitled,1983,Gouache and charcoal on paper,"1,990.14",1990,Not on view,,,,,
Georgitz,German,1938,Null,Adler im Fenster,1982,Oil on canvas,"2,007.163",2007,Not on view,,,,,
Gerald Leslie Brockhurst,British,1890,1978,Portrait of a Woman,1911,Oil on wood,56.58,1956,Not on view,,,,,
Gerhard Richter,German,1932,Null,Untitled,1984,Watercolor/ graphite and gouache on paper,1986.297.12,1986,Not on view,,,,,
Gerome Kamrowski,American,1914,2004,Salem Witches' Cross Devolved by Laws of Dynamic Symmetry,1938,Gouache on paper,"1,988.21",1988,Not on view,,,,,
Gerome Kamrowski,American,1914,2004,Revolve and Devolve,1943,Gouache on paper,"1,988.214",1988,Not on view,,,,,
Gerome Kamrowski,American,1914,2004,Forest Forms,1943,Gouache/ crayon/ and ink on paper,1990.13.1,1990,Not on view,,,,,
Gerome Kamrowski,American,1914,2004,The Rock with Spiderweb Hair,1943,Gouache/ ink/ casein/ and wax crayon on paper,1990.13.2,1990,Not on view,,,,,
Gertrud Preiswerk,German,1902,1994,BAUHAUS ARCHIVE,Null,Gouache on board,1985.198.59,1985,Not on view,,,,,
Gertrude Glass Greene,American,1904,1956,Monumentality,1948,Oil on canvas,"1,979.111",1979,Not on view,,,,,
Gino Severini,Italian,1883,1966,Still Life: Bottle + Vase + Journal + Table,1914,Charcoal/ gouache/ and cut and pasted newspaper on paper,49.70.20,1949,On view in Gallery 908,,,,,
Gino Severini,Italian,1883,1966,Dancer = Propeller = Sea,1915,Oil on canvas,49.70.3,1949,Not on view,,,,,
Giorgio Cavallon,American,1904,1989,Untitled,1961,Oil on canvas,1986.433.1,1986,Not on view,,,,,
Giorgio Cavallon,American,1904,1989,Untitled,1958,Oil on canvas,2006.32.10,2006,Not on view,,,,,
Giorgio de Chirico,Italian,1888,1978,Self-Portrait,1912,Oil on canvas,"1,970.166",1970,Not on view,,,,,
Giorgio de Chirico,Italian,1888,1978,Ariadne,1913,Oil and graphite on canvas,1996.403.10,1996,On view in Gallery 901,,,,,
Giorgio de Chirico,Italian,1888,1978,The Jewish Angel,1916,Oil on canvas,1999.363.15,1999,On view in Gallery 905,,,,,
Gladys Kleinman,American,1916,Null,Bermuda Bound,1940,Gouache on paper,43.47.21,1943,Not on view,,,,,
Glen Hansen,American,1961,Null, Series: Petit Palais,1997,Oil on Masonite,"1,997.329",1997,Not on view,,,,,
Glenn Coleman,American,1887,1932,Speakeasy,1931,Oil on canvas,32.83.2,1932,Not on view,,,,,
Glenn Coleman,American,1887,1932, Street Scene,1929,Oil on canvas,1983.86.1,1983,Not on view,,,,,
Glenn Goldberg,American,1953,Null,Second Winter,1985,Oil and enamel on wood,"1,986.222",1986,Not on view,,,,,
Gonzalo Ariza,Colombian,1912,1995,Recolección Café,Null,Oil on canvas,54.153,1954,Not on view,,,,,
Gory,Cuban,1953,Null,Are there Ghosts in my House?,1994,Acrylic on canvas,"1,996.541",1996,Not on view,,,,,
Gory,Cuban,1953,Null,Are there Ghosts in my House?,1994,Acrylic on canvas,"1,996.541",1996,Not on view,,,,,
Grace Hartigan,American,1922,2008,Showcase,1955,Oil on canvas,56.199,1956,Not on view,,,,,
Grace Hartigan,American,1922,2008,Southampton Fields,1954,Oil on canvas,"1,982.105",1982,Not on view,,,,,
Grace Hartigan,American,1922,2008,Young Louis,1984,Oil on canvas,1984.539.1,1984,Not on view,,,,,
Grace Hartigan,American,1922,2008,Seated Figure,1956,Ink/ gouache/ cut/ torn and pasted paper on paper,2007.49.46,2007,Not on view,,,,,
Grace Hartigan,American,1922,2008,Untitled,1952,Oil on paper,2012.448.5,2012,Not on view,,,,,
Graham Nickson,British,1946,Null,Concordia,1972,Oil and acrylic on canvas,1986.68a-e,1986,Not on view,,,,,
Graham Nickson,British,1946,Null,Umbra Urbana,1972,Oil on canvas,1989.396a-i,1989,Not on view,,,,,
Graham Nickson,British,1946,Null,Mission Beach Sunrise I,2003,Watercolor and gouache on paper,2005.133.1,2005,Not on view,,,,,
Graham Nickson,British,1946,Null,Mission Beach Sunrise III,2003,Watercolor and gouache on paper,2005.133.2,2005,Not on view,,,,,
Graham Nickson,British,1946,Null,Mission Beach Sunrise V,2003,Watercolor and gouache on paper,2005.133.3,2005,Not on view,,,,,
Graham Nickson,British,1946,Null,Uluru-Rainsky II,2003,Watercolor and gouache on paper,2005.133.4,2005,Not on view,,,,,
Graham Nickson,British,1946,Null,Camogli: Stella Maris,2000,Watercolor and gouache on paper,2012.208.6,2012,Not on view,,,,,
Graham Sutherland,British,1903,1980,Landscape Undulations with Undergrowth,1942,Gouache/ ink/ charcoal/ and wax crayon on paper/ mounted to fabric/ and adhered to Masonite,"2,008.672",2008,Not on view,,,,,
Grant Wood,American,1892,1942,The Midnight Ride of Paul Revere,1931,Oil on Masonite,50.117,1950,On view in Gallery 900,,,,,
Gregory Amenoff,American,1948,Null,Hinterland,1982,Oil on canvas,"1,984.6",1984,Not on view,,,,,
Gregory Gillespie,American,1936,2000,Landscape with Islands and Sky,1979,Oil on particle board,"1,982.521",1982,Not on view,,,,,
Gregory Gillespie,American,1936,2000,Studio Corner,1983,Oil/ alkyd/ acrylic/ graphite/ paper/ and wood on wood,1986.411ab,1986,Not on view,,,,,
Gunta Stölzl,German,1897,1983,BAUHAUS ARCHIVE,1927,Gouache and graphite on paper,1985.198.39,1985,Not on view,,,,,
Gunta Stölzl,German,1897,1983,BAUHAUS ARCHIVE,1919,Left: watercolor/ pastel and graphite on paper; Right: Watercolor/ gouache and graphite on paper,"1985.198.4a,b",1985,Not on view,,,,,
Guy Pène du Bois,American,1884,1958,The Doll and the Monster,1914,Oil on wood,21.147,1921,Not on view,,,,,
Guy Pène du Bois,American,1884,1958,Dressing Room,1934,Oil on canvas,42.31.1,1942,Not on view,,,,,
Guy Pène du Bois,American,1884,1958,Cocktails,1945,Oil on canvas,46.49,1946,Not on view,,,,,
Guy Pène du Bois,American,1884,1958,The Blue Chair,1923,Oil on wood,54.143.4,1954,Not on view,,,,,
Guy Pène du Bois,American,1884,1958,Mr. and Mrs. Chester Dale Dine Out,1924,Oil on canvas,63.138.1,1963,On view in Gallery 902,,,,,
Gwen Hardie,British,1962,Null,Fist II (Self-Portrait),1986,Oil on paper,"1,987.208",1987,Not on view,,,,,
Gwen John,British,1876,1939,Girl with a Cat,1918,Oil on canvas,1976.201.25,1976,Not on view,,,,,
Gwen John,British,1876,1939,Girl with a Cat,1918,Oil on canvas,1976.201.25,1976,Not on view,,,,,
Gwen John,British,1876,1939,Mrs. Atkinson,1897,Oil on wood,1979.135.27,1979,Not on view,,,,,
Gwen Thomas,American,1945,Null,Pigeon Walking in a Park,1980,Oil on photograph on wood,1980.346.1,1980,Not on view,,,,,
Gwen Thomas,American,1945,Null,Tree in Shadows,1980,Oil on photograph and wood,1980.346.2,1980,Not on view,,,,,
Hale Woodruff,American,1900,1980,Figure,1967,Oil on canvas,"1,978.56",1978,Not on view,,,,,
Hananiah Harari,American,1912,2000,Weather Vanes,1940,Oil on canvas,1981.500.1,1981,Not on view,,,,,
Hans Hartung,French,1904,1989,T 1965-E,1965,Acrylic on canvas,"1,972.129",1972,Not on view,,,,,
Hans Hartung,French,1904,1989,Untitled,1949,Oil on canvas,"1,977.196",1977,Not on view,,,,,
Hans Hofmann,American,1880,1966,The Window,1950,Oil on canvas,51.2,1951,Not on view,,,,,
Hans Hofmann,American,1880,1966,Veluti in Speculum,1962,Oil on canvas,63.225,1963,Not on view,,,,,
Hans Hofmann,American,1880,1966,Rhapsody,1965,Oil on canvas,"1,975.323",1975,Not on view,,,,,
Hans Hofmann,American,1880,1966,Composition/ No.V,1952,Oil on canvas,"1,979.553",1979,Not on view,,,,,
Hans Hofmann,American,1880,1966,Lonely Journey,1965,Oil on canvas,"1,989.397",1989,Not on view,,,,,
Hans Hofmann,American,1880,1966,Profound Longing,1965,Oil on canvas,"1,990.342",1990,Not on view,,,,,
Hans Hofmann,American,1880,1966,Summer 1965,1965,Oil on canvas,1991.428.1,1991,Not on view,,,,,
Hans Hofmann,American,1880,1966,Heraldic Call,1965,Oil on canvas,1991.428.2,1991,Not on view,,,,,
Hans Hofmann,American,1880,1966,Lust and Delight,1965,Oil on canvas,"1,992.218",1992,Not on view,,,,,
Hans Hofmann,American,1880,1966,Little Cherry,1965,Oil on canvas,1996.440.1,1996,Not on view,,,,,
Hans Hofmann,American,1880,1966,Legends of Distant Past Days,1965,Oil on canvas,1996.440.2,1996,Not on view,,,,,
Hans Hofmann,American,1880,1966,Deep Within the Ravine,1965,Oil on canvas,1996.440.3,1996,Not on view,,,,,
Hans Hofmann,American,1880,1966,Renate's Nantucket,1965,Oil on canvas,1996.440.4,1996,Not on view,,,,,
Hans Hofmann,American,1880,1966,Mecca,1961,Oil on canvas,2006.32.26,2006,Not on view,,,,,
Hans Moller,American,1905,2000,Dikran Kelekian,1943,Oil on canvas,2002.146.1,2002,Not on view,,,,,
Harry Bowden,American,1907,1965,Untitled,1936,Oil on canvas,1981.500.5,1981,Not on view,,,,,
Harry Kramer,American,1939,Null,Patriot,1991,Oil on canvas,"1,991.333",1991,Not on view,,,,,
Harry Lane,American,1891,1973,Arrival,1938,Oil on Masonite,39.134.1,1939,Not on view,,,,,
Harry Shoulberg,American,1903,1995,Cleave St./ Rockport,1941,Oil on canvas,41.178.3,1941,Not on view,,,,,
Hedda Sterne,American,1920,2011,Third Avenue El,1952,Oil and spray enamel on canvas,64.123.4,1964,Not on view,,,,,
Hedda Sterne,American,1910,2011,Number 31/ Vermillion Machine,1952,Oil on canvas,53.91,1953,Not on view,,,,,
Helen Frankenthaler,American,1928,2011,Red and Brown Scene,1961,Oil on canvas board,66.213,1966,On view in Gallery 922,,,,,
Helen Frankenthaler,American,1928,2011,Stride,1969,Acrylic on canvas,69.275,1969,Not on view,,,,,
Helen Frankenthaler,American,1928,2011,Inner Edge,1966,Acrylic on canvas,1993.498.1,1993,Not on view,,,,,
Helen Frankenthaler,American,1928,2011,Eros,1988,Acrylic on canvas,"1,995.158",1995,Not on view,,,,,
Helen Frankenthaler,American,1928,2011,Take Off,1956,Oil and enamel on canvas,2006.32.17,2006,Not on view,,,,,
Helen Miranda Wilson,American,1948,Null,Running In,1986,Oil on Masonite,1989.156.1,1989,Not on view,,,,,
Helen Miranda Wilson,American,1948,Null,Sea Smoke,1987,Oil on Masonite,1989.156.2,1989,Not on view,,,,,
Helen Torr,American,1886,1967,Houses on a Barge,1929,Oil on canvas,1988.371.2,1988,Not on view,,,,,
Helen Torr,American,1886,1967,Houses on a Barge,1929,Oil on canvas,1988.371.2,1988,Not on view,,,,,
Helen Torr,American,1886,1967,Crimson and Green Leaves,1927,Oil on plywood,1994.341.4,1994,On view in Gallery 912,,,,,
Henri Matisse,French,1869,1954,Seated Odalisque,1926,Oil on canvas,62.112,1962,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,Reclining Odalisque,1926,Oil on canvas,67.187.82,1967,Not on view,,,,,
Henri Matisse,French,1869,1954,Nono Lebasque,1908,Oil on canvas,67.187.83,1967,Not on view,,,,,
Henri Matisse,French,1869,1954,Nono Lebasque,1908,Oil on canvas,67.187.83,1967,Not on view,,,,,
Henri Matisse,French,1869,1954,Pansies,1903,Oil on paper mounted on wood,1976.201.22,1976,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,"Nasturtiums with the Painting ""Dance"" I",1912,Oil on canvas,1984.433.16,1984,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,The Promenade,1919,Oil on canvas board,1984.433.17,1984,Not on view,,,,,
Henri Matisse,French,1869,1954,Landscape/ Nice,1919,Oil on canvas board,1984.433.18,1984,Not on view,,,,,
Henri Matisse,French,1869,1954,The Goldfish Bowl,1921,Oil on canvas,1984.433.19,1984,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,Girl by a Window,1921,Oil on canvas,"1,994.545",1994,Not on view,,,,,
Henri Matisse,French,1869,1954,Odalisque with Gray Trousers,1927,Oil on canvas,"1,997.4",1997,On view in Gallery 823,,,,,
Henri Matisse,French,1869,1954,Still Life with Vegetables,1905,Oil on canvas,1999.363.38,1999,Not on view,,,,,
Henri Matisse,French,1869,1954,Young Sailor II,1906,Oil on canvas,1999.363.41,1999,On view in Gallery 904,,,,,
Henri Matisse,French,1869,1954,View of Collioure,1907,Oil on canvas,1999.363.42,1999,On view in Gallery 904,,,,,
Henri Matisse,French,1869,1954,Laurette in a Green Robe/ Black Background,1916,Oil on canvas,1999.363.43,1999,On view in Gallery 904,,,,,
Henri Matisse,French,1869,1954,Odalisque/ Harmony in Red,1926,Oil on canvas,1999.363.44,1999,Not on view,,,,,
Henri Matisse,French,1869,1954,Snow Flowers,1951,Watercolor and gouache on cut and pasted papers,1999.363.46,1999,Not on view,,,,,
Henri Matisse,French,1869,1954,Chapel of Saint Joseph/ Saint-Tropez,1904,Oil on canvas,2002.456.13,2002,Not on view,,,,,
Henri Matisse,French,1869,1954,Marguerite,1916,Oil on wood,2002.456.14,2002,Not on view,,,,,
Henri Matisse,French,1869,1954,Marguerite Wearing a Hat,1918,Oil on canvas,2002.456.15,2002,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,Lilacs,1914,Oil on canvas,2002.456.4,2002,On view in Gallery 830,,,,,
Henri Matisse,French,1869,1954,Dance: Study for the Barnes Mural ( version,1931,Gouache and graphite on paper,2002.456.43,2002,Not on view,,,,,
Henri Matisse,French,1869,1954,Tree,1951,Ink/ gouache/ and charcoal on paper mounted to canvas,2002.456.48,2002,Not on view,,,,,
Henri Matisse,French,1869,1954,The Three O'Clock Sitting,1924,Oil on canvas,"2,008.551",2008,On view in Gallery 830,,,,,
Henri Vergé-Sarrat,French,1880,1966,Landscape,1926,Gouache/ watercolor/ and ink on paper,67.187.39,1967,Not on view,,,,,
Henri Vergé-Sarrat,French,1880,1966,Village Road,1926,Gouache/ watercolor/ and ink on paper,67.187.40,1967,Not on view,,,,,
Henry Lee McFee,American,1886,1953,Still Life with Curtain,1931,Oil on canvas,33.105,1933,Not on view,,,,,
Henry Moore,British,1898,1986,Two Mothers with Children,1980,Charcoal/ ballpoint pen and gouache on paper,1985.441.3,1985,Not on view,,,,,
Henry Pearson,American,1914,2006,Earth Script,1973,Acrylic on canvas,1998.183.2,1998,Not on view,,,,,
Herb Aach,American,1923,1985,Tung Dynast,1960,Oil on canvas,"1,988.339",1988,Not on view,,,,,
Herbert Gentry,American,1919,2003,Awaiting,1971,Gouache on paper,"1,972.168",1972,Not on view,,,,,
Hilde Reindl,German,1909,1990,BAUHAUS ARCHIVE,Null,Gouache,1985.198.131,1985,Not on view,,,,,
Hilde Reindl,German,1909,1990,BAUHAUS ARCHIVE,Null,Gouache and graphite on paper,1985.198.132,1985,Not on view,,,,,
Hilde Reindl,German,1909,1990,BAUHAUS ARCHIVE,Null,Gouache,1985.198.133,1985,Not on view,,,,,
Hilde Reindl,German,1909,1990,Bauhaus Archive,1929,Gouache/ cut and pasted paper/ and weaving samples on paper,1985.198.145,1985,Not on view,,,,,
Hilla Rebay,German,1890,1967,Composition No. 1,1916,Oil on canvas,1986.51.1,1986,Not on view,,,,,
Hilla Rebay,German,1890,1967,Untitled,1915,Watercolor and gouache on paper,1986.51.2,1986,Not on view,,,,,
Hobson Pittman,American,1899,1972,Early Spring,1936,Oil on canvas,38.101.2,1938,Not on view,,,,,
Honoré Sharrer,American,1920,2009,Susanna and the Elder,1983,Oil on canvas,"1,987.456",1987,Not on view,,,,,
Honoré Sharrer,American,1920,2009,Workman By A Fountain,1946,Oil on cardboard,"1,996.404",1996,Not on view,,,,,
Horace Pippin,American,1888,1946,Victorian Interior II,1945,Oil on canvas,58.26,1958,Not on view,,,,,
Horace Pippin,American,1888,1946,Lady of the Lake,1936,Oil on canvas,1982.55.1,1982,On view in Gallery 911,,,,,
Horace Pippin,American,1888,1946,Holy Mountain IV,1946,Oil on canvas,1982.55.2,1982,Not on view,,,,,
Horace Pippin,American,1888,1946,Asleep,1943,Oil on canvas board,1982.55.3,1982,Not on view,,,,,
Horace Pippin,American,1888,1946,Family Supper (Saying Grace,1946,Oil on canvas,1982.55.4,1982,Not on view,,,,,
Horace Pippin,American,1888,1946,Victorian Interior I,1945,Oil on canvas,1982.55.5,1982,Not on view,,,,,
Horace Pippin,American,1888,1946,Table and Two Chairs,1946,Oil on canvas,1982.55.6,1982,Not on view,,,,,
Horace Pippin,American,1888,1946,Self-Portrait,1944,Oil on canvas/ adhered to cardboard,1982.55.7,1982,Not on view,,,,,
Horacio Torres,Uruguayan,1924,1976,Partial Nude Resting on Green Drapery,1972,Oil on linen,"1,982.501",1982,Not on view,,,,,
